location_id,location_name,location_country,owner,sensor_id,sensor_name,parameter_name,parameter_units,parameter_display_name,value,latitude,longitude,last_updated,sysDate
13,"Delhi Technological University, Delhi - CPCB",India,Unknown Governmental Organization,13866,no2 µg/m³,no2,µg/m³,NO₂ mass,40.3,28.744,77.12,2018-02-22T04:00:00Z,2025-09-21 15:13:56.717949
13,"Delhi Technological University, Delhi - CPCB",India,Unknown Governmental Organization,13864,pm25 µg/m³,pm25,µg/m³,PM2.5,451.0,28.744,77.12,2018-02-22T04:00:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234782,co ppb,co,ppb,CO,0.46,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,392,co µg/m³,co,µg/m³,CO mass,4300.0,28.563262,77.186937,2018-02-21T20:45:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234783,no ppb,no,ppb,NO,1.6,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234784,no2 ppb,no2,ppb,NO₂,14.3,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,36,no2 µg/m³,no2,µg/m³,NO₂ mass,77.6,28.563262,77.186937,2018-02-21T20:45:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,394,o3 µg/m³,o3,µg/m³,O₃ mass,95.33,28.563262,77.186937,2018-01-24T09:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234785,o3 µg/m³,o3,µg/m³,O₃ mass,71.3,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234786,pm10 µg/m³,pm10,µg/m³,PM10,125.0,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,399,pm10 µg/m³,pm10,µg/m³,PM10,339.0,28.563262,77.186937,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234787,pm25 µg/m³,pm25,µg/m³,PM2.5,39.0,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,35,pm25 µg/m³,pm25,µg/m³,PM2.5,201.0,28.563262,77.186937,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234788,relativehumidity %,relativehumidity,%,RH,62.0,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234789,so2 ppb,so2,ppb,SO₂,11.8,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,393,so2 µg/m³,so2,µg/m³,SO₂ mass,56.9,28.563262,77.186937,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
17,"R K Puram, Delhi - DPCC",India,Delhi Pollution Control Committee,12234790,temperature c,temperature,c,Temperature (C),29.7,28.563262,77.186937,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234791,co ppb,co,ppb,CO,0.79,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,398,co µg/m³,co,µg/m³,CO mass,9.2,28.674045,77.131023,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234792,no ppb,no,ppb,NO,1.2,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,400,no2 µg/m³,no2,µg/m³,NO₂ mass,92.9,28.674045,77.131023,2018-02-21T20:45:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234793,no2 ppb,no2,ppb,NO₂,15.4,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,71,o3 µg/m³,o3,µg/m³,O₃ mass,39.07,28.674045,77.131023,2018-01-24T09:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234794,o3 µg/m³,o3,µg/m³,O₃ mass,33.0,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,395,pm10 µg/m³,pm10,µg/m³,PM10,322.0,28.674045,77.131023,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234795,pm10 µg/m³,pm10,µg/m³,PM10,151.0,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234796,pm25 µg/m³,pm25,µg/m³,PM2.5,14.0,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,396,pm25 µg/m³,pm25,µg/m³,PM2.5,183.0,28.674045,77.131023,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234797,relativehumidity %,relativehumidity,%,RH,51.0,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,397,so2 µg/m³,so2,µg/m³,SO₂ mass,3.1,28.674045,77.131023,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234798,so2 ppb,so2,ppb,SO₂,4.9,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
50,"Punjabi Bagh, Delhi - DPCC",India,Delhi Pollution Control Committee,12234799,temperature c,temperature,c,Temperature (C),28.9,28.674045,77.131023,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
103,"Income Tax Office, Delhi - CPCB",India,Unknown Governmental Organization,13863,no2 µg/m³,no2,µg/m³,NO₂ mass,132.1,28.623499999999996,77.2494,2018-02-22T03:45:00Z,2025-09-21 15:13:56.717949
103,"Income Tax Office, Delhi - CPCB",India,Unknown Governmental Organization,13862,pm10 µg/m³,pm10,µg/m³,PM10,312.0,28.623499999999996,77.2494,2018-02-22T03:45:00Z,2025-09-21 15:13:56.717949
103,"Income Tax Office, Delhi - CPCB",India,Unknown Governmental Organization,13861,pm25 µg/m³,pm25,µg/m³,PM2.5,224.0,28.623499999999996,77.2494,2018-02-22T03:45:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235605,co ppb,co,ppb,CO,1.44,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,385,co µg/m³,co,µg/m³,CO mass,1300.0,28.646835,77.316032,2016-03-21T14:45:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235606,no ppb,no,ppb,NO,34.1,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,382,no2 µg/m³,no2,µg/m³,NO₂ mass,469.0,28.646835,77.316032,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235607,no2 ppb,no2,ppb,NO₂,35.1,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,380,o3 µg/m³,o3,µg/m³,O₃ mass,17.87,28.646835,77.316032,2018-01-23T04:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235608,o3 µg/m³,o3,µg/m³,O₃ mass,1.8,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235609,pm10 µg/m³,pm10,µg/m³,PM10,338.0,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,381,pm10 µg/m³,pm10,µg/m³,PM10,670.0,28.646835,77.316032,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,384,pm25 µg/m³,pm25,µg/m³,PM2.5,271.0,28.646835,77.316032,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235610,pm25 µg/m³,pm25,µg/m³,PM2.5,114.0,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235611,relativehumidity %,relativehumidity,%,RH,56.0,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235612,so2 ppb,so2,ppb,SO₂,32.8,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,383,so2 µg/m³,so2,µg/m³,SO₂ mass,8.9,28.646835,77.316032,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
235,"Anand Vihar, New Delhi - DPCC",India,Delhi Pollution Control Committee,12235613,temperature c,temperature,c,Temperature (C),29.5,28.646835,77.316032,2025-09-21T12:30:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,386,co µg/m³,co,µg/m³,CO mass,7500.0,28.6341,77.2005,2018-02-21T16:45:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,389,no2 µg/m³,no2,µg/m³,NO₂ mass,63.1,28.6341,77.2005,2018-02-21T20:45:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,390,o3 µg/m³,o3,µg/m³,O₃ mass,2.6,28.6341,77.2005,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,391,pm10 µg/m³,pm10,µg/m³,PM10,208.0,28.6341,77.2005,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,388,pm25 µg/m³,pm25,µg/m³,PM2.5,149.0,28.6341,77.2005,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
236,"Mandir Marg, Delhi - DPCC",India,Unknown Governmental Organization,387,so2 µg/m³,so2,µg/m³,SO₂ mass,14.47,28.6341,77.2005,2018-02-21T21:15:00Z,2025-09-21 15:13:56.717949
431,"IHBAS, Delhi - CPCB",India,Unknown Governmental Organization,5361,co µg/m³,co,µg/m³,CO mass,2500.0,28.6821,77.305,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
431,"IHBAS, Delhi - CPCB",India,Unknown Governmental Organization,747,no2 µg/m³,no2,µg/m³,NO₂ mass,121.43,28.6821,77.305,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
431,"IHBAS, Delhi - CPCB",India,Unknown Governmental Organization,13868,pm25 µg/m³,pm25,µg/m³,PM2.5,11.9,28.6821,77.305,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
431,"IHBAS, Delhi - CPCB",India,Unknown Governmental Organization,13867,so2 µg/m³,so2,µg/m³,SO₂ mass,6.42,28.6821,77.305,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2503,"Shadipur, Delhi - CPCB",India,Unknown Governmental Organization,4851,co µg/m³,co,µg/m³,CO mass,2140.0,28.651699999999998,77.1581,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2503,"Shadipur, Delhi - CPCB",India,Unknown Governmental Organization,4852,no2 µg/m³,no2,µg/m³,NO₂ mass,12.43,28.651699999999998,77.1581,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2503,"Shadipur, Delhi - CPCB",India,Unknown Governmental Organization,4853,o3 µg/m³,o3,µg/m³,O₃ mass,3.17,28.651699999999998,77.1581,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2503,"Shadipur, Delhi - CPCB",India,Unknown Governmental Organization,13860,pm25 µg/m³,pm25,µg/m³,PM2.5,219.4,28.651699999999998,77.1581,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2503,"Shadipur, Delhi - CPCB",India,Unknown Governmental Organization,13859,so2 µg/m³,so2,µg/m³,SO₂ mass,13.43,28.651699999999998,77.1581,2018-02-22T02:45:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,5347,co µg/m³,co,µg/m³,CO mass,10.0,28.410122219999998,77.313775,2018-02-07T06:35:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,5341,no2 µg/m³,no2,µg/m³,NO₂ mass,69.44,28.410122219999998,77.313775,2018-02-22T03:25:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,5344,o3 µg/m³,o3,µg/m³,O₃ mass,5.46,28.410122219999998,77.313775,2018-02-22T03:25:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,40563,pm10 µg/m³,pm10,µg/m³,PM10,110.0,28.410122219999998,77.313775,2018-01-29T13:50:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,13900,pm25 µg/m³,pm25,µg/m³,PM2.5,232.0,28.410122219999998,77.313775,2018-02-22T03:25:00Z,2025-09-21 15:13:56.717949
2587,"Sector16A, Faridabad - HSPCB",India,Unknown Governmental Organization,13901,so2 µg/m³,so2,µg/m³,SO₂ mass,8.19,28.410122219999998,77.313775,2018-02-22T03:25:00Z,2025-09-21 15:13:56.717949
2597,US Diplomatic Post: New Delhi,India,Unknown Governmental Organization,5398,pm25 µg/m³,pm25,µg/m³,PM2.5,241.0,28.598096,77.189066,2016-11-09T16:30:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,14086,co µg/m³,co,µg/m³,CO mass,1860.0,28.639645,77.146263,2018-02-21T07:00:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234697,co ppb,co,ppb,CO,0.5044297493994236,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234698,no ppb,no,ppb,NO,13.930623664855958,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,14084,no2 µg/m³,no2,µg/m³,NO₂ mass,27.68,28.639645,77.146263,2018-02-21T07:00:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234699,no2 ppb,no2,ppb,NO₂,6.738188695907592,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234700,o3 µg/m³,o3,µg/m³,O₃ mass,38.75572814941406,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,14085,pm10 µg/m³,pm10,µg/m³,PM10,168.88,28.639645,77.146263,2018-02-21T07:00:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234701,pm10 µg/m³,pm10,µg/m³,PM10,120.62999725341795,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,12234702,pm25 µg/m³,pm25,µg/m³,PM2.5,28.913330078125,28.639645,77.146263,2025-09-21T12:31:00Z,2025-09-21 15:13:56.717949
5404,"Pusa, Delhi - IMD",India,India Meteorological Department,14087,pm25 µg/m³,pm25,µg/m³,PM2.5,109.48,28.639645,77.146263,2018-02-21T07:00:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14519,co µg/m³,co,µg/m³,CO mass,400.0,28.647622000000002,77.315809,2022-10-31T00:30:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14523,no2 µg/m³,no2,µg/m³,NO₂ mass,29.7,28.647622000000002,77.315809,2022-10-31T00:30:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14524,o3 µg/m³,o3,µg/m³,O₃ mass,7.6,28.647622000000002,77.315809,2022-10-31T00:30:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14522,pm10 µg/m³,pm10,µg/m³,PM10,504.0,28.647622000000002,77.315809,2022-10-31T00:30:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14521,pm25 µg/m³,pm25,µg/m³,PM2.5,283.0,28.647622000000002,77.315809,2022-10-31T00:30:00Z,2025-09-21 15:13:56.717949
5509,"Anand Vihar, Delhi - DPCC",India,Unknown Governmental Organization,14520,so2 µg/m³,so2,µg/m³,SO₂ mass,14.5,28.647622000000002,77.315809,2022-10-31T00:15:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14616,co µg/m³,co,µg/m³,CO mass,2000.0,28.6670856,77.1301247,2018-05-12T06:00:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14613,no2 µg/m³,no2,µg/m³,NO₂ mass,169.3,28.6670856,77.1301247,2018-05-12T06:00:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14614,o3 µg/m³,o3,µg/m³,O₃ mass,131.9,28.6670856,77.1301247,2018-05-12T06:00:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14612,pm10 µg/m³,pm10,µg/m³,PM10,431.0,28.6670856,77.1301247,2018-05-13T11:30:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14617,pm25 µg/m³,pm25,µg/m³,PM2.5,74.0,28.6670856,77.1301247,2018-05-13T11:30:00Z,2025-09-21 15:13:56.717949
5540,"Punjabi Bagh, Delhi - DPCC",India,Unknown Governmental Organization,14615,so2 µg/m³,so2,µg/m³,SO₂ mass,54.4,28.6670856,77.1301247,2018-05-12T06:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234679,co ppb,co,ppb,CO,0.58395,28.7256504,77.2011573,2025-09-16T03:45:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,14958,co µg/m³,co,µg/m³,CO mass,1230.0,28.7256504,77.2011573,2022-08-03T11:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234680,no ppb,no,ppb,NO,7.82751452922821,28.7256504,77.2011573,2025-07-21T06:01:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,14936,no2 µg/m³,no2,µg/m³,NO₂ mass,0.0,28.7256504,77.2011573,2022-08-03T11:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234681,no2 ppb,no2,ppb,NO₂,28.350399999999997,28.7256504,77.2011573,2025-09-16T03:45:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,14931,o3 µg/m³,o3,µg/m³,O₃ mass,36.63,28.7256504,77.2011573,2022-08-03T11:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234682,o3 µg/m³,o3,µg/m³,O₃ mass,16.7776,28.7256504,77.2011573,2025-09-16T03:45:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,14620,pm10 µg/m³,pm10,µg/m³,PM10,0.0,28.7256504,77.2011573,2022-08-03T11:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234683,pm10 µg/m³,pm10,µg/m³,PM10,60.32,28.7256504,77.2011573,2025-09-16T03:45:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,14912,pm25 µg/m³,pm25,µg/m³,PM2.5,0.0,28.7256504,77.2011573,2022-08-03T11:00:00Z,2025-09-21 15:13:56.717949
5541,"Burari Crossing, New Delhi - IMD",India,India Meteorological Department,12234684,pm25 µg/m³,pm25,µg/m³,PM2.5,8.93,28.7256504,77.2011573,2025-09-16T03:45:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234703,co ppb,co,ppb,CO,0.6,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,15010,co µg/m³,co,µg/m³,CO mass,1740.0,28.474261,77.131606,2022-10-31T01:15:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234704,no ppb,no,ppb,NO,9.65,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234705,no2 ppb,no2,ppb,NO₂,2.08,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,15019,no2 µg/m³,no2,µg/m³,NO₂ mass,25.02,28.474261,77.131606,2022-10-31T01:15:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234706,o3 µg/m³,o3,µg/m³,O₃ mass,68.24,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,15021,o3 µg/m³,o3,µg/m³,O₃ mass,29.5,28.474261,77.131606,2022-10-31T01:15:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,15027,pm10 µg/m³,pm10,µg/m³,PM10,327.31,28.474261,77.131606,2022-10-31T01:15:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234707,pm10 µg/m³,pm10,µg/m³,PM10,96.85,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,12234708,pm25 µg/m³,pm25,µg/m³,PM2.5,26.21,28.474261,77.131606,2025-09-21T12:00:00Z,2025-09-21 15:13:56.717949
5570,"Aya Nagar, New Delhi - IMD",India,India Meteorological Department,14717,pm25 µg/m³,pm25,µg/m³,PM2.5,31.91,28.474261,77.131606,2022-10-16T13:45:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234764,co ppb,co,ppb,CO,0.17,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234765,no ppb,no,ppb,NO,23.21,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234766,no2 ppb,no2,ppb,NO₂,32.27,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234767,o3 µg/m³,o3,µg/m³,O₃ mass,18.47,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234768,pm10 µg/m³,pm10,µg/m³,PM10,146.0,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234769,pm25 µg/m³,pm25,µg/m³,PM2.5,25.32,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234770,relativehumidity %,relativehumidity,%,RH,66.28,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234771,so2 ppb,so2,ppb,SO₂,25.4,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5586,"Sirifort, Delhi - CPCB",India,Central Pollution Control Board,12234772,temperature c,temperature,c,Temperature (C),32.24,28.5504249,77.2159377,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5598,"Sector - 125, Noida, UP - UPPCB",India,Uttar Pradesh Pollution Control Board,12235182,co ppb,co,ppb,CO,0.66,28.5447608,77.3231257,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5598,"Sector - 125, Noida, UP - UPPCB",India,Uttar Pradesh Pollution Control Board,12235183,no ppb,no,ppb,NO,2.6,28.5447608,77.3231257,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5598,"Sector - 125, Noida, UP - UPPCB",India,Uttar Pradesh Pollution Control Board,12235184,no2 ppb,no2,ppb,NO₂,17.2,28.5447608,77.3231257,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
5598,"Sector - 125, Noida, UP - UPPCB",India,Uttar Pradesh Pollution Control Board,12235185,o3 µg/m³,o3,µg/m³,O₃ mass,71.0,28.5447608,77.3231257,2025-09-21T12:15:00Z,2025-09-21 15:13:56.717949
